cap-diameter,cap-shape,cap-color,does-bruise-or-bleed,gill-attachment,gill-color,stem-height,stem-width,stem-color,has-ring,ring-type,habitat,season
4.61,x,e,f,no_data,g,3.36,11.67,y,f,f,d,a
3.13,o,g,f,f,f,3.61,13.0,g,f,f,d,a
6.33,x,y,f,a,k,8.06,7.85,n,t,z,d,a
4.42,b,n,f,a,g,7.02,3.81,n,f,f,d,u
3.89,x,e,f,no_data,e,4.57,5.02,e,f,f,d,a
8.3,f,b,f,no_data,b,4.52,16.9,w,t,f,d,a
3.81,b,n,f,no_data,u,5.23,4.51,w,f,f,d,a
7.31,p,n,f,a,w,6.19,13.05,g,f,f,d,a
3.26,x,n,f,s,n,6.41,9.59,w,t,z,d,u
14.93,x,w,t,e,g,10.21,18.16,w,t,r,m,a
3.62,o,g,f,f,f,0.0,0.0,f,f,f,d,s
8.74,x,n,t,p,y,7.31,17.15,n,t,p,d,u
1.64,c,n,f,a,w,5.68,1.82,g,f,f,l,a
4.14,f,n,f,d,o,5.65,6.39,o,f,f,d,a
10.23,p,n,f,p,w,11.93,31.32,n,f,f,d,a
2.51,x,w,f,x,p,8.04,3.99,n,f,f,l,u
6.85,f,n,f,s,n,7.7,11.62,n,f,f,d,a
3.87,f,n,f,x,w,4.85,3.35,n,f,f,l,a
4.89,s,n,t,d,w,4.77,4.51,e,f,f,d,u
14.33,f,b,f,d,y,2.56,16.2,w,f,f,d,w
3.47,x,n,f,p,e,4.1,10.14,n,f,f,d,a
3.98,f,w,f,d,w,4.58,7.04,w,f,f,g,w
7.76,f,y,f,s,y,7.18,19.38,y,f,f,d,a
13.17,x,g,f,e,w,11.22,15.94,w,t,g,d,a
9.43,x,y,t,p,y,7.1,13.88,y,f,f,d,a
4.04,x,y,f,no_data,k,9.54,7.78,y,t,z,d,s
3.92,x,n,f,a,n,3.99,6.42,o,t,z,d,a
8.33,s,p,t,d,o,6.31,17.27,w,f,f,d,a
1.4,b,n,f,a,n,5.35,1.56,n,f,f,h,s
10.48,x,n,t,p,n,8.79,18.44,n,t,p,d,u
4.05,f,n,f,a,g,5.62,3.08,g,f,f,d,s
2.19,f,n,f,no_data,y,7.95,3.48,y,f,f,g,a
7.22,x,g,t,s,r,5.93,15.03,w,f,f,d,a
6.23,f,n,f,d,y,6.11,10.9,n,f,f,l,a
1.75,b,g,f,a,g,4.12,1.72,n,f,f,d,a
7.61,f,n,f,s,y,10.06,13.22,n,f,f,d,a
4.29,x,o,f,a,y,5.96,7.45,o,f,f,g,u
5.18,c,y,f,no_data,r,7.0,7.77,w,f,f,d,u
5.67,c,y,f,no_data,r,6.29,7.44,w,f,f,d,u
4.73,x,o,f,p,n,6.16,13.14,e,f,f,d,u
2.82,c,w,f,a,w,3.41,3.55,w,f,f,p,a
3.97,x,y,f,a,w,5.41,3.58,y,t,r,h,a
5.56,x,n,f,x,w,5.61,5.44,n,t,r,d,a
10.39,x,n,f,p,w,9.41,30.82,n,f,f,d,u
7.48,s,r,t,d,w,4.52,11.53,r,f,f,d,a
4.23,f,b,f,x,y,4.8,2.92,n,f,f,d,u
8.18,f,n,f,s,w,6.09,9.75,n,f,f,g,a
6.92,x,y,f,e,w,6.08,12.51,y,t,g,d,u
5.86,x,e,t,d,w,5.21,7.84,e,f,f,d,a
4.66,f,y,f,x,e,5.48,5.06,y,f,f,l,a
8.05,f,e,f,s,y,5.49,15.4,e,f,f,d,a
4.46,s,y,f,f,f,7.46,8.6,o,f,f,d,a
4.46,x,o,f,a,y,6.56,8.46,o,f,f,g,a
2.38,s,g,f,d,w,2.82,7.44,w,f,f,g,u
2.52,f,w,f,a,n,3.43,3.4,u,f,f,p,a
8.38,f,n,f,s,w,6.56,11.06,w,f,f,l,u
4.43,b,n,f,a,g,5.7,3.18,g,f,f,d,u
6.69,s,n,t,d,w,4.59,11.54,r,f,f,d,u
7.44,x,w,t,no_data,p,8.19,14.38,w,t,l,d,a
10.26,x,n,f,a,w,7.29,27.85,w,f,f,d,u
9.02,f,b,f,no_data,b,5.01,19.41,w,t,f,d,a
1.21,b,g,f,no_data,g,3.03,1.59,w,f,f,d,a
4.92,x,n,f,x,w,8.4,9.38,w,t,no_data,g,s
6.74,x,e,f,a,g,8.94,11.12,y,t,z,d,a
0.91,x,n,f,no_data,n,2.19,1.26,n,f,f,d,u
4.18,b,w,f,x,w,5.5,3.84,y,f,f,g,u
8.78,x,n,t,p,y,8.01,17.92,n,t,p,d,a
10.68,x,r,t,d,w,4.63,22.94,r,f,f,l,a
4.28,f,n,f,x,p,4.94,4.12,g,f,f,g,u
5.48,s,o,f,d,y,2.94,6.11,y,f,f,h,u
2.36,x,e,f,a,w,4.48,2.23,n,f,f,d,a
8.53,x,n,t,p,n,6.7,17.39,n,t,p,d,u
4.8,x,e,f,a,n,7.21,9.13,e,t,z,d,a
1.13,b,y,f,no_data,k,3.76,2.53,n,t,f,m,u
8.22,f,b,f,no_data,b,4.81,20.61,w,t,f,d,a
7.36,x,n,f,s,g,6.03,8.75,n,f,f,d,a
6.3,s,e,t,d,b,6.78,6.62,n,f,f,d,u
7.28,f,y,f,s,y,6.71,17.3,y,f,f,d,a
1.7,x,y,f,d,n,2.09,2.59,n,f,f,d,u
8.02,x,n,f,a,n,9.78,13.86,n,f,f,d,a
8.22,x,n,f,p,y,7.28,12.15,n,f,f,h,u
6.02,f,n,f,s,w,6.31,9.63,n,f,f,d,u
8.21,f,r,f,no_data,w,11.24,15.75,w,t,p,d,a
9.02,f,n,f,s,g,6.94,18.9,u,f,f,g,a
0.88,x,o,f,d,o,5.21,1.22,y,f,f,g,u
0.52,x,o,f,no_data,y,3.34,0.71,w,f,f,d,u
3.02,s,w,f,d,w,2.64,7.31,w,f,f,g,a
7.31,f,n,f,s,w,5.51,10.77,w,f,f,g,a
12.37,o,e,f,f,f,4.07,26.08,n,f,f,d,s
0.97,b,n,f,no_data,g,2.88,2.37,n,t,f,g,a
2.93,x,w,f,d,w,4.01,2.8,w,f,f,g,a
3.37,f,p,f,a,y,4.89,5.52,r,f,f,d,a
3.7,b,n,f,no_data,g,5.43,4.3,w,f,f,d,a
3.27,x,e,f,no_data,e,3.73,5.17,e,f,f,d,a
10.62,x,y,t,p,e,8.21,20.56,e,f,f,d,u
4.63,x,r,f,d,r,6.6,8.0,r,f,f,l,u
7.0,x,e,f,a,y,8.19,10.69,n,t,z,d,a
7.93,x,n,f,e,w,7.51,15.27,w,t,p,d,u
1.41,f,n,f,a,p,4.28,2.53,n,f,f,h,a
6.21,x,n,f,e,w,6.18,11.02,n,f,f,d,a
8.02,s,r,t,d,o,4.26,11.61,w,t,f,d,a
3.03,o,g,f,f,f,0.0,0.0,f,f,f,d,s
9.06,x,r,f,no_data,w,10.56,14.1,w,t,p,d,u
4.28,x,n,f,a,y,6.94,5.03,n,f,f,d,a
11.68,x,g,f,s,p,7.39,17.24,n,f,f,d,a
8.21,x,n,t,p,y,6.72,13.5,e,f,f,d,u
7.63,x,y,t,p,r,5.77,11.72,y,f,f,d,a
3.39,o,w,f,no_data,w,0.0,0.0,f,f,f,d,a
1.54,o,n,f,no_data,n,5.14,1.5,n,f,f,d,u
2.69,b,k,f,a,k,7.39,2.27,n,f,f,g,u
9.56,s,k,t,d,b,4.94,24.21,r,f,f,d,u
2.63,x,e,f,a,w,4.96,2.28,n,f,f,d,a
3.89,x,y,f,a,y,3.91,10.47,w,f,f,d,a
7.13,x,n,f,x,y,4.76,13.29,y,f,f,d,a
6.99,f,p,f,s,p,4.23,9.65,p,f,f,d,w
3.1,x,o,f,a,y,3.07,5.72,y,f,f,h,a
8.14,f,u,f,s,y,6.55,14.32,u,f,f,d,a
6.9,f,g,f,d,w,2.15,10.86,w,f,f,d,a
3.42,f,w,f,x,p,8.05,4.25,n,f,f,d,a
12.75,f,b,f,no_data,b,5.0,21.17,w,t,f,d,a
6.55,x,y,t,x,y,6.76,12.74,w,f,f,d,a
2.69,x,p,f,a,o,3.87,5.83,e,f,f,g,a
2.6,x,n,f,a,w,7.86,2.34,w,f,f,d,a
7.43,x,e,t,d,w,7.33,10.31,e,f,f,d,a
3.83,b,n,f,no_data,g,5.97,4.65,w,f,f,d,a
12.5,f,n,f,e,w,11.01,14.63,w,t,g,d,a
6.2,x,n,f,a,n,5.99,5.43,g,t,l,d,u
5.12,x,o,f,a,y,6.79,8.58,o,f,f,g,u
11.42,f,n,t,no_data,w,8.84,14.67,w,t,g,d,a
3.08,o,n,f,f,f,0.0,0.0,f,t,f,d,u
2.69,f,o,t,d,n,3.13,6.22,n,f,f,d,u
8.04,x,n,t,p,n,5.55,15.55,n,t,p,d,u
8.69,f,u,f,a,w,5.15,14.64,w,f,f,d,a
8.75,f,r,f,no_data,w,10.87,14.68,w,t,p,d,a
6.86,s,n,f,d,w,4.19,7.34,w,f,f,h,a
5.28,o,r,f,f,f,0.0,0.0,f,t,f,d,s
1.87,f,o,f,a,y,3.47,6.05,y,f,f,m,a
4.48,s,y,f,f,f,5.15,14.71,y,f,f,d,u
3.25,f,n,f,x,y,4.59,3.35,n,f,f,d,a
12.24,x,n,f,e,w,11.14,15.31,w,t,e,d,a
9.44,x,n,f,e,p,5.59,9.82,w,f,f,d,s
8.94,o,n,f,no_data,w,4.27,20.52,n,f,f,d,a
5.95,f,b,f,d,o,5.67,12.91,w,f,f,d,w
1.72,f,n,f,no_data,g,5.31,2.86,w,f,f,g,a
3.8,x,y,f,a,w,6.16,3.49,y,t,r,g,u
3.81,b,g,f,a,k,9.75,2.77,g,f,f,g,u
5.73,b,w,f,e,w,12.3,12.13,w,t,l,d,a
10.16,o,e,f,f,f,3.49,28.08,n,f,f,d,u
4.06,x,y,f,a,y,3.46,8.42,w,f,f,d,u
8.3,x,w,f,s,w,7.6,32.57,w,f,f,d,u
7.8,f,n,f,s,w,6.58,10.8,w,f,f,d,a
6.95,x,y,f,p,y,8.55,15.96,y,t,no_data,d,u
6.76,f,y,f,x,y,5.45,13.47,y,f,f,d,a
8.18,x,n,f,p,y,6.88,13.4,n,f,f,h,u
6.37,f,n,f,d,y,5.55,5.89,n,t,no_data,d,u
3.01,b,k,f,a,n,8.34,2.42,g,f,f,g,a
5.0,x,n,t,p,y,6.41,13.49,y,f,f,d,u
11.27,s,p,t,d,p,9.26,18.02,p,t,f,d,u
6.87,f,e,f,x,w,6.19,16.86,w,f,f,d,u
7.07,p,n,f,e,w,7.16,13.24,w,t,p,d,a
7.69,x,n,f,x,y,6.86,16.39,y,f,f,d,a
11.04,f,n,f,no_data,w,7.97,25.66,n,t,e,d,w
14.64,x,w,t,d,n,6.99,29.03,w,f,f,d,u
2.4,x,n,f,a,p,6.03,2.3,n,f,f,d,a
3.68,x,n,f,no_data,k,5.73,6.68,w,f,f,d,a
4.43,s,n,f,f,f,7.46,9.05,y,f,f,d,a
1.01,b,n,f,no_data,k,3.21,2.41,n,t,f,g,a
8.99,s,l,f,s,u,6.82,17.54,u,f,f,d,a
6.95,f,k,f,s,w,5.89,10.85,g,f,f,d,u
5.04,o,o,f,f,f,0.0,0.0,f,t,f,d,w
11.74,s,w,t,d,o,5.3,16.94,w,f,f,d,u
1.02,b,w,f,no_data,g,2.99,1.49,w,f,f,d,w
6.68,x,p,f,x,w,7.6,17.71,w,f,f,d,u
5.09,f,n,f,s,y,4.44,8.53,w,f,f,d,a
4.53,x,o,f,p,n,5.65,12.15,n,f,f,d,u
7.76,x,g,f,a,w,8.82,14.09,w,f,f,d,a
5.63,x,n,f,d,y,5.13,6.57,n,t,no_data,d,u
1.74,b,n,f,a,g,4.5,1.67,g,f,f,d,u
2.65,f,n,f,no_data,n,5.34,6.0,w,f,f,d,a
4.34,f,u,f,a,g,5.66,6.68,u,f,f,l,u
8.28,x,y,t,x,y,8.01,15.8,w,f,f,d,a
11.98,s,k,t,d,b,5.13,25.1,g,f,f,g,u
2.66,x,n,f,a,w,8.65,2.58,n,f,f,d,a
3.92,x,y,f,no_data,k,9.56,6.89,y,t,z,d,w
1.23,b,n,f,no_data,g,4.19,2.66,n,t,f,m,u
3.09,x,w,f,d,w,4.28,2.66,w,f,f,g,u
4.7,x,w,f,no_data,r,3.26,11.74,y,f,f,d,a
1.27,p,g,f,no_data,g,3.22,1.55,w,f,f,d,s
3.92,f,b,f,x,w,5.43,3.33,n,f,f,l,u
15.24,x,n,f,a,w,8.59,25.26,w,f,f,d,a
1.4,x,y,f,d,w,4.18,1.1,y,f,f,d,a
5.71,b,k,f,s,g,5.3,10.1,g,f,f,d,a
3.5,b,e,f,e,w,4.92,3.64,w,t,e,d,u
3.73,x,n,f,a,n,4.02,5.24,o,t,z,d,w
7.15,f,r,f,x,n,5.91,11.25,w,f,f,d,a
3.29,x,n,f,s,p,5.09,7.59,w,t,z,d,u
9.8,f,y,f,x,n,6.45,21.08,p,f,f,d,u
7.77,x,e,f,x,w,6.37,16.57,w,f,f,d,a
4.16,f,g,f,s,y,4.27,6.97,w,f,f,d,a
3.18,f,n,f,x,p,7.74,3.97,p,f,f,d,a
1.3,p,n,f,a,g,6.62,2.27,y,t,e,m,s
5.3,b,n,f,no_data,g,8.36,12.44,w,t,z,g,w
2.3,b,o,f,no_data,n,6.93,3.14,n,f,f,d,u
5.2,b,n,f,no_data,w,8.95,12.2,w,t,z,d,w
0.76,x,p,f,a,n,4.46,0.98,k,f,f,d,w
10.55,p,n,t,e,n,11.91,17.52,w,t,r,m,a
4.01,b,n,f,x,w,4.62,3.31,y,f,f,g,a
1.5,x,y,f,d,n,2.41,2.81,n,f,f,h,u
2.6,x,b,f,no_data,w,6.9,5.09,w,f,f,d,a
2.36,f,l,f,a,p,4.65,2.56,w,f,f,g,a
4.75,x,e,f,no_data,g,3.2,12.6,y,f,f,d,a
10.27,f,n,t,d,n,5.63,15.82,n,f,f,d,u
4.64,x,e,f,no_data,g,3.45,12.17,y,f,f,d,a
8.54,x,e,f,x,w,6.72,18.16,w,f,f,d,u
7.69,x,n,f,a,n,7.99,8.13,n,t,z,g,u
8.0,f,p,f,x,w,6.56,15.43,w,f,f,d,u
6.37,x,n,f,d,y,5.79,10.08,n,f,f,l,a
3.27,s,y,f,f,f,6.11,7.16,y,f,f,d,a
7.87,p,n,f,a,w,7.62,14.4,w,f,f,d,a
9.22,f,n,f,x,w,10.61,12.83,w,f,f,h,a
10.32,x,y,f,x,w,7.72,17.54,w,f,f,d,a
12.22,x,n,t,p,o,8.4,25.83,y,f,f,d,u
5.18,c,y,t,x,r,4.78,10.98,w,f,f,d,s
2.99,f,n,f,d,p,6.47,3.56,n,f,f,l,a
7.99,x,n,f,a,w,10.58,30.61,w,f,f,d,u
12.22,f,n,t,e,g,10.81,16.5,w,t,r,m,a
8.43,p,w,f,e,k,6.21,13.91,w,t,e,m,a
5.99,x,y,t,x,y,8.04,15.47,w,f,f,d,u
7.17,f,o,f,s,n,8.79,12.75,n,f,f,d,a
5.81,x,k,f,e,y,6.66,7.22,k,f,f,m,a
11.29,s,u,f,x,n,7.15,26.53,p,f,f,d,a
2.3,x,e,f,a,p,7.09,2.42,n,f,f,d,a
3.58,x,w,f,d,w,3.81,6.0,w,f,f,m,w
1.2,b,y,f,no_data,g,4.2,2.58,n,t,f,g,u
2.88,x,w,f,d,w,3.26,2.5,w,f,f,g,u
9.0,p,n,f,e,w,8.79,16.28,w,t,p,d,u
7.09,x,e,f,x,w,4.84,16.99,w,f,f,d,a
10.68,f,w,f,a,k,6.7,19.57,w,f,f,d,u
8.41,s,p,t,d,p,7.07,14.15,p,t,f,d,u
11.25,x,w,f,s,y,7.0,17.66,n,f,f,d,u
3.66,b,g,f,a,g,5.19,3.44,g,f,f,d,u
9.97,s,l,f,s,u,7.98,19.59,u,f,f,d,a
11.38,f,b,f,no_data,b,4.64,17.49,w,t,f,d,a
1.71,o,n,f,no_data,n,4.7,1.65,n,f,f,d,s
4.98,f,e,f,x,w,5.07,16.09,w,f,f,d,a
4.73,f,y,f,x,n,6.43,4.39,w,f,f,d,a
5.0,x,k,f,e,y,6.97,7.69,o,f,f,g,u
5.9,x,y,f,f,f,4.76,15.63,y,f,f,d,a
0.61,c,e,t,a,p,4.96,0.93,n,f,f,d,a
3.84,x,n,f,s,p,5.12,8.87,w,t,z,d,u
8.56,x,p,f,x,w,7.22,15.94,w,f,f,d,a
5.98,x,b,f,x,w,7.26,9.45,n,f,f,l,a
10.68,s,w,t,d,y,6.06,23.96,w,f,f,d,a
6.32,f,b,f,x,w,6.47,8.26,n,f,f,l,a
11.21,x,e,f,no_data,w,7.1,25.82,n,t,e,d,w
3.63,x,e,f,no_data,e,4.91,5.39,e,f,f,d,a
0.74,x,o,f,d,o,4.32,1.02,o,f,f,g,u
0.65,x,n,t,a,p,4.73,0.94,n,f,f,h,u
3.07,x,p,f,a,e,4.31,5.32,e,f,f,m,a
4.62,x,y,f,a,y,4.32,9.52,w,f,f,d,u
9.02,s,y,f,a,w,5.87,16.55,w,f,f,d,a
8.05,x,w,f,e,w,6.58,14.41,w,t,g,d,a
4.93,b,g,f,s,g,5.4,10.02,g,f,f,d,u
2.28,x,e,f,no_data,e,3.7,3.6,e,f,f,d,a
6.13,f,n,f,d,y,5.35,9.49,n,f,f,l,a
2.52,x,n,f,p,e,3.81,8.83,y,f,f,d,a
3.01,x,g,f,d,w,3.31,8.36,w,f,f,g,a
10.6,x,n,f,x,w,11.05,13.21,w,f,f,d,u
8.71,x,g,f,s,g,7.37,20.56,u,f,f,g,a
8.06,x,y,f,e,w,6.75,13.72,y,t,g,d,u
9.5,x,n,t,p,y,7.92,22.09,n,f,f,d,a
1.43,x,y,f,d,n,2.61,2.67,n,f,f,h,u
11.16,x,n,f,x,w,10.2,11.91,w,f,f,d,a
4.18,o,r,f,f,f,0.0,0.0,f,t,f,d,u
0.63,x,e,f,a,n,3.7,0.98,k,f,f,d,w
0.7,f,o,f,d,o,5.38,1.07,y,f,f,g,a
2.53,p,n,f,a,n,8.02,2.74,y,t,e,m,s
2.31,f,o,f,d,y,2.69,5.43,y,f,f,m,a
11.21,x,y,f,a,o,10.39,20.94,y,t,r,d,w
3.94,f,e,f,x,y,5.61,5.08,n,f,f,d,u
10.96,p,w,t,e,g,8.87,16.35,w,t,l,m,u
7.16,x,y,t,p,r,5.64,11.9,y,f,f,d,u
12.32,s,y,f,x,n,7.86,26.24,n,f,f,d,a
7.29,x,r,f,no_data,w,10.63,13.26,w,t,p,d,u
10.86,x,y,t,p,e,9.09,28.92,e,f,f,d,u
4.22,c,y,f,no_data,n,6.44,7.56,w,f,f,d,a
7.54,x,n,f,a,k,7.5,7.6,n,t,z,g,a
4.84,o,g,f,f,f,0.0,0.0,f,t,f,d,a
7.78,x,y,t,p,r,6.25,12.51,y,f,f,d,a
4.91,f,n,f,a,g,7.36,4.73,n,f,f,d,w
3.09,b,n,f,no_data,g,5.64,4.28,w,f,f,d,a
4.15,s,u,t,d,p,5.32,6.93,n,f,f,d,u
1.42,x,y,f,a,w,6.27,1.82,y,f,f,g,u
7.88,x,w,t,no_data,g,9.05,13.81,w,t,l,d,u
3.07,b,n,f,a,n,9.5,2.42,n,f,f,g,u
1.39,x,n,f,no_data,k,4.82,2.34,n,f,f,g,a
1.48,b,n,f,a,n,4.0,1.38,n,f,f,d,a
4.32,x,y,f,x,w,5.09,7.46,w,f,f,d,u
6.25,x,n,f,e,p,5.51,10.36,n,f,f,d,a
4.06,x,n,f,x,w,4.94,5.87,n,t,r,d,w
5.32,s,n,t,d,w,7.95,10.4,n,f,f,d,a
7.94,s,o,f,d,b,6.9,13.39,w,f,f,m,w
12.26,f,n,f,x,n,8.05,24.33,p,f,f,d,u
2.45,f,o,f,d,o,2.84,5.16,o,f,f,m,a
3.62,x,o,f,a,o,4.32,6.12,o,f,f,m,w
4.9,b,o,f,e,y,7.74,7.77,k,f,f,m,u
6.07,b,g,f,s,g,4.69,9.22,g,f,f,d,u
9.74,x,w,f,s,p,7.83,16.8,n,f,f,d,u
6.0,x,n,f,x,n,6.13,6.9,n,t,r,d,u
7.37,f,n,t,e,g,7.05,16.81,w,t,l,m,u
2.87,x,n,f,p,n,3.65,9.16,y,f,f,d,a
9.03,f,w,f,e,p,11.51,12.15,w,t,e,d,u
2.92,s,o,t,d,y,3.53,5.0,n,f,f,d,a
10.0,x,n,t,e,p,8.98,17.79,w,t,p,d,a
3.77,b,n,f,x,p,5.97,4.32,n,f,f,m,a
8.1,f,w,f,s,w,6.39,30.09,w,f,f,d,u
2.78,f,n,f,s,p,3.1,1.78,n,f,f,g,a
8.0,x,n,f,a,w,7.43,15.25,w,f,f,d,u
12.9,x,y,f,s,y,8.31,18.4,n,f,f,d,u
9.22,f,r,f,x,n,5.85,22.63,w,f,f,d,a
3.65,f,w,f,x,p,8.4,4.03,n,f,f,l,u
7.63,f,n,f,s,w,5.75,9.27,w,f,f,d,a
0.85,x,w,f,a,w,2.84,1.4,e,f,f,l,a
8.16,x,y,f,p,y,9.54,17.47,y,t,no_data,d,a
1.7,c,n,f,a,g,5.56,1.81,g,f,f,l,u
3.12,b,w,f,x,w,4.09,2.93,y,f,f,g,u
6.14,x,y,f,e,w,6.02,12.59,w,t,g,d,u
6.95,x,n,f,e,p,4.5,12.15,w,t,l,w,u
8.74,x,e,f,x,w,5.54,17.71,w,f,f,d,u
6.97,x,n,f,a,k,8.34,7.84,n,t,z,g,u
3.38,x,w,f,d,w,3.33,5.36,w,f,f,g,a
8.71,f,o,f,s,n,10.35,13.44,n,f,f,d,a
1.54,x,y,f,a,w,5.28,1.77,y,f,f,h,u
9.3,s,n,f,s,b,6.9,21.59,u,f,f,d,a
5.01,x,y,f,a,o,4.67,8.93,w,f,f,d,a
8.45,s,n,f,no_data,w,5.5,22.35,n,f,f,d,a
1.62,x,o,f,a,o,3.07,5.28,y,f,f,m,a
13.99,x,n,t,p,y,9.64,23.04,n,f,f,d,u
9.24,s,r,t,d,o,4.94,12.13,w,t,f,d,u
8.84,f,w,f,s,w,8.67,28.08,w,f,f,m,s
1.65,x,n,f,no_data,k,5.5,2.8,n,f,f,g,u
3.79,x,o,f,a,n,4.46,5.93,o,t,z,d,a
8.16,f,n,f,x,w,9.77,9.68,w,f,f,h,u
5.17,x,y,f,x,u,6.55,3.94,w,f,f,d,u
2.73,b,r,f,s,g,4.43,6.24,w,t,e,m,u
7.92,f,r,f,no_data,w,11.27,16.2,w,t,g,d,a
3.15,o,k,f,f,f,2.72,13.04,g,f,f,d,a
4.79,o,w,f,f,f,5.52,30.44,w,t,f,p,a
10.59,x,n,t,p,y,7.38,22.1,n,f,f,d,a
8.7,f,y,f,a,w,10.0,17.23,n,t,no_data,d,w
3.7,f,n,f,d,o,6.12,7.69,o,f,f,d,a
4.35,x,n,f,p,n,4.97,11.08,y,f,f,d,a
8.46,s,p,t,d,o,6.35,18.24,w,f,f,d,u
10.35,x,n,f,a,n,11.1,13.4,n,f,f,h,a
2.69,f,r,f,a,y,4.62,5.29,r,f,f,m,a
8.17,x,n,f,e,p,5.01,12.67,w,t,l,w,a
5.51,x,g,f,a,n,6.11,4.84,g,t,l,d,a
5.02,f,n,f,p,n,3.55,4.72,n,t,f,d,u
6.13,f,b,f,x,w,7.27,9.93,n,f,f,l,a
6.71,x,n,t,x,u,7.54,17.17,g,f,f,d,a
7.15,x,n,t,p,y,6.33,14.99,y,f,f,d,a
7.72,x,g,f,s,g,6.62,17.99,u,f,f,g,a
15.74,s,n,t,d,w,5.13,24.26,r,f,f,d,u
8.24,f,p,f,x,w,8.4,20.38,w,f,f,d,a
2.98,f,p,f,e,w,4.55,3.56,w,t,e,d,u
9.86,x,n,f,a,n,10.33,15.48,n,f,f,d,a
5.65,x,n,f,x,w,4.78,5.92,n,t,r,d,w
6.63,x,e,t,p,r,5.99,12.48,e,f,f,d,a
4.17,f,n,f,x,y,5.74,3.65,n,f,f,d,u
7.69,x,y,f,a,n,8.35,7.97,n,t,z,g,a
2.91,f,n,f,a,p,8.23,4.04,n,f,f,l,u
2.82,x,e,f,a,p,9.11,2.57,w,f,f,d,u
10.7,f,r,f,no_data,w,11.61,18.02,w,t,p,d,a
4.3,x,p,f,x,w,5.67,6.62,w,f,f,d,a
3.09,b,g,f,a,g,5.24,2.99,g,f,f,d,w
5.99,s,e,t,d,n,6.57,9.03,e,f,f,d,a
2.5,b,y,f,no_data,n,6.67,3.56,n,f,f,d,s
7.39,x,e,t,p,r,5.19,11.62,y,f,f,d,u
1.23,s,y,f,f,f,3.25,5.52,y,f,f,d,u
7.82,p,n,f,p,w,6.9,21.34,n,f,f,d,a
5.22,s,n,t,d,w,6.81,8.43,n,f,f,d,a
9.11,x,n,f,e,p,7.23,10.74,w,f,f,d,s
2.52,f,k,f,a,w,4.61,2.41,w,f,f,g,a
14.68,x,n,t,e,w,10.43,18.42,w,t,no_data,d,a
4.51,f,y,f,p,n,3.43,5.49,n,t,f,d,u
7.39,b,n,f,d,y,6.33,6.85,n,t,no_data,d,u
0.7,x,o,f,d,o,4.64,0.97,o,f,f,g,a
3.35,f,w,f,d,w,3.37,8.09,w,f,f,g,u
5.93,p,n,f,no_data,w,7.77,11.0,w,t,z,g,a
5.79,p,w,f,e,n,4.68,12.19,w,t,e,m,a
6.71,x,n,f,x,w,7.35,10.49,n,f,f,l,a
7.43,o,r,f,no_data,y,1.58,15.62,y,f,f,d,w
10.75,x,g,f,s,p,6.88,19.52,u,f,f,g,w
11.94,f,g,f,a,w,7.43,24.11,w,f,f,d,a
1.1,x,e,t,a,w,5.28,0.97,n,f,f,h,a
5.64,x,n,f,e,p,4.31,12.71,w,t,r,w,u
2.53,x,e,f,a,o,3.21,5.68,o,f,f,g,w
4.1,x,r,f,d,r,6.23,7.33,r,f,f,d,u
7.22,s,w,f,d,p,3.46,9.54,w,f,f,g,a
9.51,x,l,f,x,w,5.68,14.6,w,f,f,d,u
2.95,f,p,f,a,r,4.87,5.29,y,f,f,d,u
2.38,x,b,f,no_data,w,6.46,4.49,w,f,f,d,a
6.62,f,w,f,s,w,5.84,27.75,w,f,f,m,s
1.17,o,n,f,no_data,n,3.38,1.25,n,f,f,d,u
3.28,s,n,t,d,n,4.03,6.21,n,f,f,d,a
7.67,x,n,f,a,n,7.19,7.37,n,t,z,d,u
6.44,x,n,f,p,y,4.91,10.76,n,f,f,g,u
2.55,b,g,f,a,g,5.38,2.19,g,f,f,d,u
7.79,s,n,t,d,w,5.18,9.23,n,f,f,d,a
2.99,b,n,f,a,n,10.69,2.56,n,f,f,g,a
7.84,f,y,f,x,n,6.93,13.75,w,f,f,d,u
8.46,x,n,f,p,p,8.18,26.59,n,f,f,d,a
9.09,x,n,t,p,n,8.14,17.76,n,t,p,d,a
3.18,f,b,f,x,y,4.52,2.5,n,f,f,l,a
7.74,f,y,f,s,y,5.5,14.16,e,f,f,d,a
2.46,x,e,f,a,p,8.12,2.57,n,f,f,d,a
3.36,b,n,f,no_data,w,5.32,4.46,w,f,f,d,a
10.25,f,r,f,no_data,w,11.32,16.41,w,t,p,d,a
6.59,f,g,f,d,y,5.24,9.88,n,f,f,l,w
9.36,x,y,f,a,n,11.03,11.58,y,t,no_data,d,a
3.7,b,n,f,no_data,u,6.6,4.54,w,f,f,d,a
1.9,p,n,f,a,n,5.84,2.39,y,t,e,m,a
2.23,b,o,f,no_data,n,5.98,2.86,n,f,f,g,a
0.73,x,y,f,no_data,y,3.33,0.61,y,f,f,d,u
3.91,s,u,f,a,w,4.68,8.55,y,f,f,d,u
3.65,f,e,f,x,w,5.63,6.69,w,f,f,d,u
1.89,x,k,f,a,p,3.57,2.37,w,f,f,g,u
4.62,x,n,f,e,w,11.07,10.54,w,f,f,d,a
7.5,x,g,t,p,g,10.68,24.72,w,f,f,d,u
3.04,b,n,f,no_data,k,6.77,3.19,w,f,f,d,a
