cap-diameter,cap-shape,cap-color,does-bruise-or-bleed,gill-attachment,gill-color,stem-height,stem-width,stem-color,has-ring,ring-type,habitat,season
7.6,s,g,f,s,p,5.98,19.76,u,f,f,g,w
3.8,x,w,f,d,w,4.29,7.46,w,f,f,g,w
5.01,x,o,f,p,n,5.6,11.59,n,f,f,d,a
4.64,x,n,f,a,n,3.92,5.65,o,t,z,d,w
6.54,o,n,f,no_data,w,3.81,20.88,n,f,f,d,u
3.32,o,o,f,f,f,0.0,0.0,f,t,f,d,s
7.66,f,n,f,s,w,6.7,10.14,w,f,f,g,u
7.6,s,w,f,d,w,3.57,9.38,w,f,f,g,u
1.28,f,y,f,f,f,4.25,6.38,y,f,f,d,u
5.68,s,w,t,d,o,5.76,16.69,w,f,f,d,u
6.7,x,w,f,e,w,5.77,12.11,w,t,g,d,u
6.43,f,n,f,d,y,5.32,9.71,n,f,f,l,a
13.95,x,n,t,e,w,9.1,17.71,w,t,no_data,d,u
12.44,x,n,f,a,k,5.15,15.38,w,f,f,d,w
3.07,x,w,f,d,w,3.99,2.46,w,f,f,g,u
5.06,x,y,t,x,y,7.2,12.48,w,f,f,d,u
1.7,x,y,f,d,n,2.39,2.61,n,f,f,h,u
2.12,x,b,f,no_data,w,5.7,4.48,w,f,f,d,w
3.25,x,e,f,no_data,e,4.96,5.57,e,f,f,d,a
8.97,s,w,t,d,o,6.02,17.7,w,f,f,d,a
6.0,p,g,f,no_data,w,10.11,11.86,w,t,z,d,s
10.77,x,n,f,a,w,9.46,29.4,w,f,f,d,a
3.71,x,n,f,no_data,n,5.85,6.52,w,f,f,d,a
5.42,o,n,f,f,f,6.53,21.62,n,f,f,l,s
8.0,x,y,f,a,n,7.67,7.52,n,t,z,g,u
6.63,s,r,t,d,w,4.33,11.82,n,f,f,d,u
3.7,f,b,f,d,b,5.83,11.16,w,f,f,m,w
4.8,x,y,f,a,y,6.45,7.87,o,f,f,g,u
6.76,x,g,t,p,g,10.2,23.63,w,f,f,d,u
2.6,c,u,f,a,w,3.58,3.4,u,f,f,d,a
10.38,x,y,f,s,y,5.93,16.1,n,f,f,d,a
7.78,p,n,f,e,w,7.81,14.95,w,t,p,d,a
3.03,x,o,f,a,y,2.8,5.44,o,f,f,m,a
3.99,b,y,f,no_data,r,7.27,6.61,y,t,z,d,a
4.94,x,l,f,s,g,5.46,6.9,w,t,e,d,u
4.91,f,g,f,d,y,5.39,9.37,n,f,f,l,w
1.64,b,n,f,a,n,5.16,1.59,n,f,f,d,s
3.15,o,g,f,f,f,0.0,0.0,f,f,f,d,a
1.14,b,g,f,no_data,g,3.53,1.52,w,f,f,d,a
3.58,b,n,f,x,w,4.58,3.05,y,f,f,g,u
4.59,x,n,f,a,n,4.19,5.6,o,t,z,d,a
1.07,x,w,f,a,w,2.83,1.69,e,f,f,d,u
4.37,b,y,f,no_data,r,10.49,8.29,y,t,z,d,s
5.76,s,y,f,p,n,4.02,5.96,n,t,f,d,u
3.71,x,n,f,d,o,5.4,7.04,w,f,f,d,w
2.92,s,n,t,d,n,3.06,5.53,n,f,f,d,u
5.68,x,n,f,x,w,6.89,9.16,n,f,f,l,w
14.75,x,n,t,e,w,9.97,18.11,w,t,no_data,d,a
3.19,s,u,t,d,p,3.87,5.35,g,f,f,d,u
2.53,f,n,f,a,p,6.34,3.41,n,f,f,h,a
6.84,f,n,f,s,w,5.42,10.26,n,f,f,g,u
3.08,f,o,f,d,y,2.44,4.47,o,f,f,h,a
10.8,f,b,f,no_data,b,4.87,19.47,w,t,f,d,a
11.39,p,n,f,p,w,11.52,33.31,n,f,f,d,u
7.82,f,y,f,x,n,7.21,12.71,w,f,f,d,a
5.35,f,g,f,d,w,5.31,9.85,n,f,f,d,w
6.16,f,p,f,s,p,3.53,9.13,p,f,f,d,a
3.43,b,n,f,no_data,g,5.3,4.41,w,f,f,d,a
7.4,f,g,f,s,g,5.14,18.44,u,f,f,g,a
9.99,s,o,t,d,o,6.07,17.5,w,f,f,d,a
7.71,f,p,f,x,w,6.94,16.99,w,f,f,d,u
4.68,x,p,f,no_data,w,3.36,13.17,y,f,f,d,a
0.67,x,y,f,no_data,y,3.44,0.63,w,f,f,d,u
7.48,x,g,t,p,g,11.01,24.71,w,f,f,d,a
7.41,s,g,t,d,g,4.97,12.99,g,f,f,d,a
3.02,o,k,f,f,f,3.84,14.54,n,f,f,d,u
3.53,f,u,f,a,w,4.54,7.76,y,f,f,d,u
4.68,f,w,f,e,n,4.47,11.79,w,t,e,m,a
4.96,x,w,f,x,w,7.98,8.99,n,t,no_data,g,s
1.17,b,w,f,no_data,g,2.66,1.48,w,f,f,d,s
12.15,f,n,t,e,n,9.52,17.22,w,t,r,m,u
1.91,c,n,f,no_data,n,8.55,3.12,y,f,f,g,a
2.58,o,g,f,f,f,0.0,0.0,f,f,f,d,s
6.81,x,n,t,s,r,5.57,15.04,n,f,f,d,u
5.28,s,y,f,d,o,4.1,5.83,y,f,f,h,u
7.96,x,n,f,a,w,6.96,14.25,g,f,f,d,a
1.49,x,n,f,d,n,2.02,2.48,n,f,f,d,a
7.84,f,n,f,s,w,6.47,10.48,w,f,f,m,u
0.83,b,g,f,no_data,g,2.48,1.21,w,f,f,d,s
8.74,f,n,t,no_data,w,8.66,15.99,w,t,g,d,u
4.6,f,y,f,x,u,6.49,3.98,w,f,f,d,a
6.4,s,w,f,d,p,3.48,7.99,w,f,f,g,a
9.24,x,n,t,e,p,8.52,17.52,w,t,p,l,a
8.3,x,o,f,d,o,5.51,12.03,w,f,f,g,w
7.32,x,e,t,d,n,6.93,8.29,e,f,f,d,a
7.15,x,y,f,x,w,6.64,14.11,w,f,f,d,a
9.23,f,n,f,x,y,6.64,16.59,y,f,f,d,a
2.38,f,n,t,d,y,3.17,6.33,n,f,f,d,u
6.22,s,p,t,d,o,6.26,17.03,w,f,f,d,u
3.51,b,u,f,a,g,6.69,6.49,u,f,f,l,a
2.94,b,r,f,a,y,5.02,6.26,r,f,f,g,u
4.29,c,g,f,f,f,5.17,16.37,n,f,f,l,s
6.34,x,y,f,p,y,7.34,14.45,y,t,no_data,d,a
4.06,b,u,f,a,u,6.46,6.59,u,f,f,l,a
9.3,p,n,t,e,g,7.07,17.19,w,t,r,m,u
4.18,b,g,f,a,g,6.03,3.97,g,f,f,d,s
3.33,s,n,f,f,f,6.83,7.07,o,f,f,d,a
4.1,b,p,f,e,n,5.01,3.7,w,t,e,m,a
3.76,f,u,f,a,w,3.8,7.7,y,f,f,d,u
6.03,x,e,f,a,n,7.43,10.05,n,t,z,d,a
7.14,x,n,f,e,w,6.24,10.31,n,f,f,d,u
3.33,b,n,f,no_data,g,5.56,4.46,w,f,f,d,u
8.64,s,p,t,d,p,8.05,14.68,p,t,f,d,u
1.27,b,n,f,a,n,4.37,1.53,n,f,f,g,u
3.33,x,u,f,no_data,w,6.78,4.69,w,f,f,d,u
3.78,x,o,f,a,o,4.32,6.6,e,f,f,g,a
6.82,x,p,f,x,w,6.49,18.88,w,f,f,d,u
6.35,x,g,t,s,w,5.14,15.09,w,f,f,d,u
11.17,f,n,f,no_data,w,6.45,25.21,n,t,e,d,w
3.26,b,n,f,no_data,k,6.24,3.0,w,f,f,d,a
6.13,x,b,f,d,o,6.3,13.01,w,f,f,g,w
4.95,x,w,f,d,r,6.73,8.23,l,f,f,d,a
8.43,f,l,f,s,b,7.03,20.27,b,f,f,d,a
8.25,x,g,f,a,w,7.65,14.0,g,f,f,d,a
5.23,f,n,f,p,n,3.41,5.14,n,t,f,d,u
6.98,x,p,f,x,w,7.95,16.22,w,f,f,d,a
9.77,f,g,f,s,b,7.32,20.54,b,f,f,d,w
15.53,x,k,t,d,b,4.81,26.95,g,f,f,g,a
7.43,x,n,t,x,u,7.68,17.41,g,f,f,d,a
3.16,b,n,f,a,n,8.63,2.5,n,f,f,g,a
3.2,f,n,t,d,p,4.34,6.1,g,f,f,d,a
1.42,b,g,f,a,g,4.81,1.84,n,f,f,d,u
9.16,f,e,f,x,w,7.54,18.61,w,f,f,d,a
6.25,c,w,t,x,p,7.65,13.0,w,f,f,d,a
7.95,x,r,f,no_data,w,11.21,17.41,w,t,g,d,u
8.91,f,y,f,x,n,6.67,12.43,w,f,f,d,a
1.83,b,y,f,no_data,n,6.26,2.89,n,f,f,g,u
7.48,s,n,t,d,w,4.37,11.83,n,f,f,d,u
6.34,x,n,f,e,p,5.16,12.54,w,t,r,w,u
3.7,x,y,f,a,w,5.59,3.84,n,t,r,d,u
3.57,s,y,f,f,f,6.44,7.23,o,f,f,d,a
5.79,x,g,f,a,n,6.1,5.32,w,t,l,d,u
4.9,o,n,f,f,f,0.0,0.0,f,t,f,d,s
5.42,x,n,f,e,p,5.62,9.72,n,f,f,d,u
6.19,x,e,f,no_data,w,8.51,26.4,n,t,e,d,w
4.34,f,n,f,x,n,6.44,4.73,y,f,f,l,u
13.55,x,n,t,e,w,9.1,16.93,w,t,no_data,d,a
7.22,x,w,f,e,w,6.01,12.31,w,t,g,d,u
15.08,s,r,t,d,w,4.72,22.69,n,f,f,d,a
2.27,s,u,f,a,u,4.8,5.01,u,f,f,l,u
2.88,o,k,f,f,f,4.06,15.34,n,f,f,d,a
5.98,s,n,f,d,w,5.21,8.61,w,f,f,d,a
4.08,x,r,f,d,r,5.17,7.04,l,f,f,d,u
1.72,b,n,f,a,n,5.41,1.64,n,f,f,h,a
7.28,x,w,f,e,w,6.22,12.43,w,t,g,d,a
7.91,x,y,t,p,y,6.35,12.12,e,f,f,d,a
7.8,f,r,f,x,n,6.88,13.71,w,f,f,d,u
3.52,x,l,f,s,u,6.17,7.11,n,t,e,g,u
7.32,b,w,f,e,w,11.27,12.05,w,t,l,d,u
1.25,x,y,f,f,f,3.93,5.45,y,f,f,d,u
0.61,x,o,f,no_data,y,3.13,0.59,w,f,f,d,a
10.89,s,n,t,d,n,5.4,16.56,n,f,f,d,a
5.62,b,g,f,s,w,5.25,10.7,g,f,f,d,a
1.51,x,n,f,d,w,6.14,2.27,y,f,f,g,a
2.26,x,l,f,a,w,3.64,2.45,w,f,f,g,a
2.11,x,u,f,no_data,w,5.92,4.18,w,f,f,d,w
3.3,b,r,f,a,y,5.05,6.02,r,f,f,g,a
1.68,o,n,f,no_data,n,5.51,1.62,n,f,f,d,s
4.47,x,w,f,x,w,7.94,9.07,w,t,no_data,d,s
6.11,x,e,f,a,w,8.46,9.88,y,t,z,d,a
2.41,f,b,f,x,y,3.77,2.25,n,f,f,l,u
5.74,x,o,f,a,y,6.43,8.54,o,f,f,g,u
3.73,x,e,f,a,o,4.4,6.21,e,f,f,g,w
4.71,x,y,f,a,y,5.96,7.77,o,f,f,g,a
9.05,x,u,t,x,u,10.08,22.8,g,f,f,d,a
6.16,x,n,f,a,n,6.82,5.51,w,t,l,d,u
3.95,b,n,f,no_data,n,12.18,7.0,w,t,no_data,g,a
4.64,f,e,f,x,y,5.88,5.49,y,f,f,d,a
7.37,f,e,f,s,y,6.1,16.89,u,f,f,d,a
8.4,p,n,f,a,w,8.25,14.84,g,f,f,g,u
4.46,x,y,f,no_data,r,9.69,8.21,y,t,z,d,a
6.68,s,w,f,d,w,3.23,8.34,w,f,f,d,u
3.6,x,n,f,s,p,3.76,2.79,n,f,f,g,a
1.74,b,n,f,a,n,5.47,1.72,n,f,f,h,a
8.2,x,y,t,x,y,7.53,12.72,w,f,f,d,u
1.45,f,g,f,no_data,k,4.61,2.45,w,f,f,d,a
10.78,f,w,f,x,w,9.88,11.38,w,f,f,h,u
8.36,s,p,t,d,p,7.98,14.68,p,t,f,d,a
8.15,f,y,f,x,y,7.33,11.97,w,f,f,d,u
3.34,x,e,f,no_data,e,4.73,5.98,e,f,f,d,a
5.33,x,o,f,e,y,7.18,7.01,o,f,f,g,u
9.12,f,y,f,d,w,10.42,14.87,n,t,no_data,d,u
12.17,f,n,f,e,w,11.16,15.44,w,t,e,d,a
7.14,f,y,f,x,n,7.09,11.94,w,f,f,d,u
3.18,f,n,t,d,p,3.98,5.19,n,f,f,d,u
2.93,o,g,f,f,f,0.0,0.0,f,f,f,d,a
4.55,b,y,f,no_data,k,8.16,7.83,y,t,z,d,w
13.84,s,w,t,d,p,7.67,26.94,w,f,f,d,a
9.16,s,o,t,d,o,4.36,11.73,w,t,f,d,u
5.21,x,n,f,p,y,6.87,11.59,n,f,f,d,a
7.04,f,g,f,s,b,6.97,18.74,u,f,f,d,a
4.43,x,o,f,a,y,6.2,7.55,o,f,f,g,a
2.47,x,e,f,a,p,6.69,2.44,w,f,f,d,u
3.96,b,w,f,e,n,5.37,3.81,w,t,e,d,u
9.12,x,y,f,p,y,6.96,14.72,y,t,no_data,d,u
6.74,f,w,f,s,w,6.62,26.73,w,f,f,d,s
11.5,x,y,f,a,w,9.23,13.5,n,t,no_data,d,a
8.58,x,n,t,s,r,6.06,15.85,n,f,f,d,a
16.05,x,n,t,p,o,10.64,31.22,y,f,f,d,u
3.52,o,g,f,f,f,0.0,0.0,f,f,f,d,u
5.05,b,n,f,no_data,n,9.78,6.56,w,t,no_data,g,u
7.11,f,n,f,s,w,5.72,9.05,n,f,f,m,u
6.72,x,e,f,a,y,8.6,10.52,e,t,z,d,a
3.15,x,n,f,s,n,6.41,9.62,w,t,z,d,u
9.42,x,n,f,s,g,6.72,7.56,n,f,f,d,w
7.81,x,w,t,no_data,p,8.07,12.67,w,t,l,d,a
14.36,f,n,f,a,w,7.0,22.71,w,f,f,d,w
1.73,x,y,f,a,w,7.13,2.06,y,f,f,g,a
15.3,s,w,t,d,w,5.8,25.96,w,f,f,d,w
5.6,f,y,f,s,y,6.1,16.33,e,f,f,d,a
9.16,x,n,t,p,y,7.97,22.91,n,f,f,d,u
5.21,f,n,f,p,n,3.75,6.3,n,t,f,d,u
5.31,f,o,f,d,b,5.39,11.23,w,f,f,m,a
10.17,x,u,t,x,u,10.78,22.91,g,f,f,d,a
5.28,x,r,f,a,r,7.91,8.04,l,f,f,l,u
7.11,p,w,f,e,k,11.51,11.43,w,t,e,u,u
2.1,x,l,f,a,w,3.55,2.45,w,f,f,g,a
2.7,c,u,f,a,n,4.18,3.66,w,f,f,p,u
1.67,x,n,f,no_data,n,4.11,1.53,n,f,f,d,w
7.07,x,n,f,p,y,6.4,11.53,n,f,f,d,u
6.41,f,y,f,a,w,6.01,16.47,w,f,f,d,a
2.89,c,w,f,a,n,3.81,3.6,w,f,f,p,u
6.87,p,g,f,no_data,k,9.83,12.77,w,t,z,d,w
4.84,f,y,f,x,w,7.04,4.13,w,f,f,d,u
9.02,f,w,f,x,w,9.34,9.74,w,f,f,d,a
0.76,x,n,f,a,p,4.2,1.01,k,f,f,d,u
6.83,b,w,f,e,w,12.3,12.23,w,t,e,d,a
4.88,o,n,f,f,f,4.6,18.31,n,f,f,l,s
6.98,x,n,f,a,n,6.47,5.33,g,t,l,d,u
0.76,x,o,f,d,o,5.18,1.05,o,f,f,g,u
5.87,o,n,f,no_data,w,0.0,0.0,f,f,f,d,u
9.91,x,l,f,x,w,8.03,26.3,w,f,f,d,a
11.72,f,g,f,d,w,7.45,23.37,w,f,f,l,w
6.63,x,e,t,p,y,6.89,12.94,e,f,f,d,a
4.02,b,n,f,no_data,w,6.32,4.5,w,f,f,d,u
1.02,x,w,f,a,w,3.18,1.5,e,f,f,d,u
10.23,s,u,f,s,b,6.84,19.04,b,f,f,l,a
5.87,s,y,f,a,w,6.43,13.81,w,f,f,d,u
9.73,x,n,t,p,y,8.7,17.76,n,t,p,d,u
1.53,x,n,f,no_data,n,4.43,1.75,n,f,f,d,w
5.72,b,n,f,no_data,w,11.13,12.62,w,t,z,d,a
1.6,c,n,f,a,w,5.1,1.64,g,f,f,l,a
7.71,x,n,f,s,n,6.01,8.11,n,f,f,d,w
3.66,s,y,f,f,f,6.27,7.7,o,f,f,d,a
12.37,x,n,f,a,w,9.35,26.14,w,f,f,d,u
3.43,b,u,f,a,u,5.47,5.92,u,f,f,d,u
5.6,f,b,f,x,w,7.09,10.16,n,f,f,l,w
12.51,f,g,f,e,w,11.13,15.42,w,t,g,d,u
5.31,f,b,f,x,w,6.17,9.17,n,f,f,l,a
3.86,x,w,f,d,w,4.26,6.7,w,f,f,m,a
4.35,x,n,f,x,w,7.92,7.08,n,t,no_data,g,s
6.88,x,n,f,p,p,9.27,25.02,n,f,f,d,u
3.35,x,n,f,x,p,7.39,4.12,p,f,f,l,u
4.27,b,n,f,no_data,n,12.04,7.17,w,t,no_data,g,a
2.87,f,r,f,a,r,5.01,5.86,y,f,f,d,a
10.12,o,n,f,f,f,3.68,26.0,n,f,f,d,u
9.54,s,n,f,s,g,7.01,22.86,u,f,f,g,w
6.58,x,w,f,e,k,5.78,12.85,w,t,e,g,a
3.45,x,w,f,x,p,8.98,4.58,n,f,f,l,u
9.65,x,n,t,p,y,7.52,16.99,n,t,p,d,u
8.41,s,u,f,s,u,5.74,17.34,u,f,f,l,w
6.88,x,y,f,a,n,10.76,11.29,n,t,no_data,d,a
4.37,f,n,f,a,y,7.79,6.48,o,f,f,d,w
3.34,f,u,t,d,p,4.73,6.27,n,f,f,d,u
4.52,c,y,f,no_data,n,5.9,7.09,w,f,f,d,u
5.58,x,e,f,a,n,7.99,9.9,e,t,z,d,a
4.14,c,n,f,e,w,12.0,11.34,w,f,f,d,a
8.68,f,n,t,no_data,w,10.73,14.81,w,t,g,d,a
3.01,x,e,f,a,e,4.02,6.57,e,f,f,g,w
8.99,s,w,f,d,w,3.66,10.37,w,f,f,g,u
9.82,s,p,t,d,o,5.03,16.79,w,f,f,d,u
8.71,x,e,f,x,w,5.71,17.47,w,f,f,d,a
7.61,o,n,f,no_data,w,4.29,19.64,n,f,f,d,u
7.36,x,w,t,no_data,n,8.15,13.12,w,t,l,g,a
5.8,b,n,f,a,n,4.61,5.92,y,t,no_data,d,a
10.98,f,r,f,x,n,6.52,24.89,p,f,f,d,a
8.61,o,n,f,no_data,y,1.55,14.62,y,f,f,d,a
1.17,x,g,f,no_data,g,4.46,2.47,w,f,f,d,a
9.25,x,k,f,a,w,4.71,14.67,w,f,f,d,a
9.83,f,g,f,s,p,4.71,18.92,u,f,f,d,w
1.19,x,y,f,d,w,6.12,1.75,y,f,f,d,a
9.32,x,n,f,a,n,12.06,16.09,n,f,f,d,a
11.84,f,b,f,d,y,2.53,16.79,w,f,f,d,w
9.3,x,n,f,a,w,11.42,29.06,w,f,f,d,a
5.03,x,l,f,a,r,5.86,6.8,w,f,f,d,u
7.4,f,n,f,x,y,5.37,14.14,y,f,f,d,a
7.49,f,o,f,s,y,8.59,12.74,o,f,f,d,a
8.96,x,g,f,s,p,6.62,16.69,n,f,f,d,a
8.16,x,w,t,no_data,g,8.56,16.83,w,t,l,d,a
5.03,b,n,f,no_data,n,11.96,6.96,w,t,no_data,g,w
2.27,b,g,f,a,g,5.44,2.03,g,f,f,d,a
8.23,x,n,t,p,y,8.1,18.29,n,t,p,d,a
14.27,x,n,t,e,n,9.83,17.72,w,t,r,m,u
3.08,b,n,f,no_data,g,5.38,4.35,w,f,f,d,a
13.04,f,e,f,a,w,10.74,18.67,n,t,no_data,d,w
9.14,x,n,t,e,p,9.28,17.28,w,t,l,d,a
2.78,x,e,f,a,w,7.52,2.56,n,f,f,d,u
10.81,s,p,t,d,o,5.9,17.4,w,f,f,d,a
3.04,o,g,f,f,f,0.0,0.0,f,f,f,d,u
6.59,x,n,f,a,n,5.99,4.9,w,t,l,d,a
4.32,o,w,f,no_data,w,0.0,0.0,f,f,f,d,a
5.97,f,n,f,p,n,3.91,6.6,n,t,f,d,u
0.75,x,y,f,no_data,y,3.58,0.74,y,f,f,d,a
5.83,b,n,f,a,n,4.91,5.64,y,t,no_data,d,a
6.6,f,y,f,x,n,6.23,11.05,w,f,f,d,a
9.71,x,n,f,x,w,10.65,12.79,w,f,f,h,a
4.84,x,g,f,s,y,4.81,8.45,w,f,f,d,a
1.74,x,n,f,no_data,n,5.53,3.03,n,f,f,g,u
8.74,x,n,f,e,w,6.56,10.32,w,f,f,d,s
6.52,x,n,f,e,w,7.29,12.43,w,t,p,d,u
7.03,f,n,t,no_data,w,9.49,14.45,w,t,g,d,a
4.19,f,n,f,a,g,5.52,3.62,g,f,f,d,a
8.48,f,b,f,no_data,b,4.27,16.48,w,t,f,d,a
3.57,b,n,f,x,w,5.31,3.29,y,f,f,g,u
7.92,f,p,f,s,p,5.58,10.99,p,f,f,d,a
1.7,o,n,f,no_data,n,4.88,1.58,n,f,f,d,a
16.01,s,n,f,d,y,5.39,29.71,k,f,f,d,a
3.55,x,n,f,p,e,4.91,11.08,y,f,f,d,a
4.41,b,n,f,x,p,6.99,4.52,n,f,f,g,u
10.86,x,n,t,p,y,7.48,22.49,n,f,f,d,a
5.4,x,y,f,s,y,5.9,14.17,y,f,f,d,a
4.94,x,b,f,x,w,4.64,6.21,w,f,f,d,a
1.37,x,n,f,no_data,n,4.81,2.21,n,f,f,g,u
7.64,f,b,f,no_data,b,4.84,17.32,w,t,f,d,a
4.27,c,w,t,x,p,5.34,11.2,w,f,f,d,a
11.21,s,n,t,d,n,5.95,13.54,n,f,f,h,u
1.59,x,g,f,no_data,g,5.21,2.52,w,f,f,d,a
1.17,c,n,t,a,w,5.23,0.97,n,f,f,d,a
4.29,o,n,f,no_data,w,0.0,0.0,f,f,f,d,a
7.27,x,n,f,p,y,8.84,13.43,n,f,f,d,u
4.78,s,n,f,p,n,3.9,5.35,n,t,f,d,u
6.32,x,e,f,a,w,8.3,10.61,n,t,z,d,a
4.56,x,n,f,x,n,5.77,5.87,n,t,r,d,w
7.28,c,n,f,f,f,5.29,18.54,n,f,f,l,s
3.73,x,o,f,a,o,5.06,6.98,e,f,f,g,u
0.94,b,n,f,no_data,k,4.3,2.58,n,t,f,g,u
11.36,f,r,f,x,n,5.64,18.56,p,f,f,d,a
2.8,x,n,f,no_data,k,5.36,6.74,w,f,f,d,u
2.85,x,u,f,no_data,w,6.74,5.02,w,f,f,d,a
5.72,f,b,f,x,w,4.74,6.37,w,f,f,d,u
1.74,b,g,f,a,g,5.27,2.15,n,f,f,d,a
1.32,b,n,f,a,n,5.13,1.54,n,f,f,g,u
7.27,s,g,f,s,g,6.76,20.46,u,f,f,d,a
1.12,f,y,f,f,f,2.88,4.69,y,f,f,d,u
4.33,x,y,f,a,o,3.94,8.71,w,f,f,d,a
13.03,s,w,t,d,w,5.17,24.44,w,f,f,d,a
3.23,x,o,f,a,o,4.5,6.28,e,f,f,m,u
7.17,b,g,f,s,w,4.72,9.96,g,f,f,d,u
5.09,x,g,f,s,w,4.7,8.02,w,f,f,d,u
4.43,b,n,f,x,p,6.27,4.32,n,f,f,m,u
6.09,x,w,f,e,w,5.82,12.82,y,t,g,d,a
2.76,f,b,f,x,w,4.77,6.11,w,f,f,d,u
7.99,p,n,f,e,w,8.57,15.44,w,t,p,d,a
7.02,x,n,t,p,r,5.48,11.87,y,f,f,d,a
4.87,x,n,f,p,n,5.49,9.96,n,f,f,d,u
10.01,x,n,f,a,w,10.59,28.57,w,f,f,d,a
5.68,b,n,f,no_data,w,7.8,11.63,w,t,z,g,s
1.91,x,n,f,no_data,n,5.18,2.48,n,f,f,g,a
4.63,x,y,f,s,y,3.28,11.12,y,f,f,d,a
2.77,x,n,f,p,n,4.4,10.12,n,f,f,d,a
7.21,x,n,f,e,w,5.6,10.32,n,f,f,d,u
7.43,f,r,f,x,n,7.0,13.34,w,f,f,d,u
7.09,x,e,f,x,w,6.9,15.62,w,f,f,d,a
13.12,f,g,f,e,w,11.37,18.31,w,t,g,d,u
6.32,f,n,f,d,y,5.5,10.11,n,f,f,l,w
6.68,x,e,t,p,r,5.85,12.64,e,f,f,d,a
10.96,o,n,f,f,f,3.3,24.62,n,f,f,d,s
3.45,f,n,f,x,p,4.48,4.65,g,f,f,g,u
6.81,x,y,f,x,y,5.18,16.56,y,f,f,d,a
5.53,p,w,f,e,p,5.22,11.51,w,t,e,g,u
7.93,x,n,f,e,w,7.58,14.61,w,t,p,d,a
3.0,b,l,f,s,n,5.52,7.41,w,t,e,m,a
9.35,x,n,t,p,n,7.67,17.66,n,t,p,d,a
3.82,b,y,f,no_data,r,8.36,7.61,y,t,z,d,s
7.13,f,k,f,a,w,4.19,14.81,w,f,f,d,u
7.78,x,p,f,s,p,4.15,9.94,p,f,f,d,a
3.82,s,n,t,d,p,4.8,6.24,g,f,f,d,u
5.03,x,o,f,e,k,8.34,8.15,o,f,f,g,a
8.89,x,n,f,a,n,10.81,10.04,n,t,no_data,d,u
0.95,x,w,f,a,w,3.17,1.39,e,f,f,l,u
2.83,b,n,f,no_data,u,5.45,4.31,w,f,f,d,u
1.87,f,l,f,a,p,4.74,2.63,w,f,f,g,a
4.01,b,w,f,e,n,5.15,3.68,w,t,e,d,a
3.66,b,n,f,no_data,n,8.89,5.65,w,t,no_data,g,a
4.4,x,n,f,a,n,4.44,6.44,n,t,z,d,a
3.16,s,w,f,d,p,3.46,2.68,w,f,f,g,a
8.9,f,w,f,s,w,6.69,31.69,w,f,f,m,u
1.5,x,y,f,d,n,1.73,2.4,n,f,f,d,u
2.28,s,n,t,d,n,2.85,5.18,n,f,f,d,a
4.24,b,w,f,x,w,5.31,3.48,y,f,f,g,a
4.47,f,n,f,x,y,5.12,4.89,y,f,f,l,u
0.73,x,o,f,d,o,4.33,0.85,y,f,f,g,a
6.42,f,r,f,x,y,5.65,10.4,w,f,f,d,u
5.12,f,y,f,s,y,6.22,13.22,y,f,f,d,a
9.37,s,p,t,d,o,6.77,18.6,w,f,f,d,a
1.01,c,e,t,a,p,5.92,1.05,n,f,f,h,a
2.09,f,w,f,a,n,3.43,3.48,w,f,f,p,a
9.48,s,p,t,d,p,8.82,14.13,p,t,f,d,u
6.12,s,o,f,d,y,4.14,6.91,y,f,f,h,u
6.87,x,n,f,x,w,6.36,7.52,n,t,r,d,a
1.93,x,l,f,a,p,3.41,2.53,w,f,f,g,a
11.54,x,n,f,a,w,8.87,31.47,w,f,f,d,a
10.93,x,y,t,p,e,8.68,23.56,u,f,f,d,u
5.84,o,n,f,no_data,w,0.0,0.0,f,f,f,d,u
5.64,f,n,f,a,n,5.15,6.68,n,t,no_data,d,a
2.5,x,e,f,no_data,e,3.42,4.54,e,f,f,d,a
10.05,f,g,f,d,y,2.5,14.74,w,f,f,d,w
3.81,x,n,f,d,o,6.49,8.41,w,f,f,d,w
1.41,x,u,f,no_data,u,6.31,4.19,w,f,f,d,u
3.84,f,n,f,x,p,8.16,4.15,n,f,f,l,a
8.22,x,g,t,p,g,9.9,25.32,w,f,f,d,a
3.02,b,n,f,x,w,4.22,2.88,y,f,f,g,u
6.94,s,w,f,d,w,3.29,7.99,w,f,f,g,u
3.93,s,e,t,d,w,4.5,4.17,n,f,f,d,u
2.21,b,w,f,no_data,n,7.06,3.67,n,f,f,m,s
13.65,s,n,f,a,w,6.18,21.86,w,f,f,l,w
8.49,s,o,t,d,o,5.76,16.75,w,f,f,d,a
3.93,b,n,f,e,n,4.95,3.56,w,t,e,m,a
12.33,x,n,t,p,y,8.86,22.32,n,f,f,d,a
9.38,x,n,f,e,w,8.53,10.26,n,f,f,d,a
8.82,x,n,f,a,n,10.21,12.65,n,f,f,h,a
4.39,x,e,f,no_data,e,5.43,6.92,e,f,f,d,a
9.3,s,o,t,d,o,5.99,17.55,w,f,f,d,a
7.09,f,n,f,a,n,5.59,6.55,n,t,no_data,d,a
5.58,x,n,f,e,n,4.72,12.51,w,t,l,w,a
6.28,x,e,t,d,n,6.56,9.2,e,f,f,d,a
2.24,b,n,f,a,g,5.81,2.16,n,f,f,d,u
7.46,s,n,f,x,y,5.56,16.17,y,f,f,d,a
3.49,x,n,f,p,y,4.78,9.85,y,f,f,d,a
