cap-diameter,cap-shape,cap-color,does-bruise-or-bleed,gill-attachment,gill-color,stem-height,stem-width,stem-color,has-ring,ring-type,habitat,season
3.34,o,g,f,f,f,0.0,0.0,f,t,f,d,w
4.09,f,w,f,d,w,3.56,6.06,w,f,f,g,w
2.94,b,k,f,a,n,10.15,2.39,g,f,f,g,u
5.13,f,y,f,s,y,4.04,8.81,y,f,f,d,a
5.13,f,y,f,s,y,4.9,12.08,y,f,f,d,a
3.01,x,u,f,no_data,u,6.04,4.85,w,f,f,d,u
2.82,s,n,f,a,p,5.46,3.16,n,f,f,l,u
6.68,s,n,t,d,w,6.78,9.97,n,f,f,d,a
9.82,x,l,f,x,w,7.99,20.71,w,f,f,d,a
0.59,f,o,f,d,o,4.6,0.97,y,f,f,g,a
6.87,x,b,f,d,o,6.08,12.4,w,f,f,m,a
9.5,x,w,f,s,w,7.5,29.84,w,f,f,d,u
3.32,x,l,f,s,n,6.47,7.88,n,t,e,d,u
6.18,x,n,t,p,r,5.7,11.39,e,f,f,d,u
4.89,f,n,f,e,n,3.71,11.92,w,t,r,w,u
4.44,x,o,f,a,y,5.77,7.03,o,f,f,g,u
8.05,x,y,f,a,y,10.57,16.93,y,t,r,d,u
6.37,x,n,f,e,p,3.86,11.3,w,t,l,w,a
4.56,x,o,f,a,y,5.8,7.02,o,f,f,g,a
2.57,b,y,f,no_data,n,6.32,3.52,n,f,f,m,s
4.33,x,n,f,a,w,5.72,5.25,o,f,f,d,s
4.31,x,y,f,no_data,y,7.69,6.68,y,t,z,d,w
3.51,o,g,f,f,f,0.0,0.0,f,t,f,d,s
6.14,s,y,t,d,o,3.37,11.11,w,t,f,d,u
8.78,x,n,f,p,y,8.09,13.21,n,f,f,h,u
0.57,x,o,f,d,o,4.85,1.01,y,f,f,g,a
9.38,o,n,f,no_data,w,4.11,22.41,n,f,f,d,u
5.5,x,y,f,p,y,6.49,12.76,y,t,no_data,d,u
4.96,s,o,f,d,y,3.1,6.72,o,f,f,h,u
1.68,x,y,f,a,w,6.74,2.31,y,f,f,h,a
5.83,x,p,f,no_data,w,3.67,13.25,y,f,f,d,a
1.96,f,w,f,a,n,3.98,3.55,u,f,f,p,u
8.62,s,g,f,s,g,8.05,20.36,u,f,f,d,w
6.86,f,k,f,a,w,3.87,14.41,w,f,f,d,a
13.99,x,g,f,a,w,9.05,25.44,w,f,f,d,w
1.93,p,n,f,a,g,6.7,2.6,y,t,e,m,s
2.85,x,n,f,a,n,4.71,6.11,n,t,z,d,a
4.66,o,r,f,f,f,0.0,0.0,f,t,f,d,w
7.82,x,y,t,x,y,7.81,15.72,w,f,f,d,a
4.52,f,y,f,x,n,6.57,5.18,y,f,f,d,u
9.59,x,r,f,x,n,5.79,22.48,p,f,f,d,a
7.08,x,w,t,no_data,w,7.42,12.29,w,t,l,g,u
2.98,s,n,t,d,y,3.73,6.37,n,f,f,d,u
4.58,x,n,f,a,n,4.21,5.53,o,t,z,d,a
8.6,x,n,f,e,w,8.49,10.73,w,f,f,d,w
4.21,f,n,f,x,p,5.88,4.66,g,f,f,m,a
2.46,s,n,f,d,p,4.85,3.19,n,f,f,l,u
7.92,p,n,f,p,w,8.76,29.26,n,f,f,d,a
10.58,f,r,f,no_data,w,10.99,15.17,w,t,p,d,u
8.0,f,y,f,a,w,5.46,15.14,g,f,f,d,a
4.47,x,y,f,f,f,5.36,15.17,y,f,f,d,a
3.47,f,u,f,a,w,4.66,8.25,w,f,f,d,u
6.63,s,n,f,d,w,5.12,8.51,w,f,f,h,a
9.76,f,n,f,s,g,7.52,19.89,u,f,f,d,a
9.03,s,y,t,d,o,5.77,13.06,w,t,f,d,a
2.72,b,g,f,a,g,5.47,2.3,g,f,f,d,a
2.92,x,g,f,d,w,2.59,5.68,w,f,f,g,a
3.47,b,n,f,a,g,4.24,3.08,n,f,f,d,a
4.2,x,w,f,no_data,g,3.45,12.98,y,f,f,d,a
5.06,f,y,f,x,n,6.87,4.44,w,f,f,d,u
7.1,s,y,f,d,y,3.95,7.13,o,f,f,h,a
5.27,x,y,f,a,y,6.32,7.76,o,f,f,g,u
3.54,x,n,f,no_data,n,6.58,6.3,w,f,f,d,a
1.34,x,n,f,d,n,1.94,2.68,n,f,f,d,u
1.13,b,y,f,no_data,k,3.83,2.53,n,t,f,g,a
11.49,x,g,f,s,p,7.29,17.55,n,f,f,d,u
3.78,f,p,t,d,p,4.51,5.81,n,f,f,d,u
12.24,f,b,f,no_data,b,5.29,20.92,w,t,f,d,a
3.12,x,n,f,no_data,k,5.82,6.94,w,f,f,d,a
11.01,x,y,f,x,w,8.78,24.69,w,f,f,d,u
4.61,x,y,f,a,y,5.16,9.69,w,f,f,d,u
2.42,x,y,f,a,y,2.46,6.46,w,f,f,d,u
4.77,f,n,f,x,e,6.1,5.05,n,f,f,d,u
4.45,x,y,f,x,u,6.42,4.02,w,f,f,d,a
11.64,x,y,t,p,e,7.43,23.66,e,f,f,d,a
2.8,o,g,f,f,f,3.19,15.37,g,f,f,d,a
8.26,x,y,f,a,k,8.22,8.55,n,t,z,d,a
4.89,x,y,f,no_data,r,8.93,8.3,y,t,z,d,s
7.87,f,n,f,e,n,4.33,12.17,w,t,l,w,a
6.58,x,g,t,x,n,8.99,19.81,u,f,f,d,a
4.95,f,y,f,s,y,5.04,11.97,y,f,f,d,a
3.1,f,o,t,d,y,4.1,6.99,n,f,f,d,u
9.15,s,p,t,d,o,6.45,17.16,w,f,f,d,a
2.9,x,y,f,p,y,5.47,11.84,y,t,no_data,d,a
7.53,x,y,t,p,y,5.28,12.61,e,f,f,d,u
4.88,f,n,f,p,n,2.6,4.19,n,t,f,d,u
3.21,f,w,f,x,p,7.4,4.01,p,f,f,d,a
11.07,x,n,t,p,y,8.26,23.06,n,f,f,d,u
4.04,f,e,f,x,n,5.87,4.9,y,f,f,l,a
0.72,x,y,f,no_data,y,3.66,0.93,w,f,f,d,a
4.14,f,w,f,x,w,6.05,3.76,w,f,f,d,u
5.23,f,y,f,p,n,3.48,4.64,n,t,f,d,u
2.87,f,y,f,a,r,4.94,6.11,r,f,f,d,u
9.91,p,n,t,e,p,9.09,17.97,w,t,l,d,a
3.4,f,w,f,d,w,3.52,6.36,w,f,f,m,w
10.28,x,n,f,a,n,9.62,13.91,n,f,f,d,a
1.86,x,n,f,no_data,k,5.56,2.74,n,f,f,g,u
0.83,b,g,f,no_data,g,2.56,1.2,w,f,f,d,s
7.26,x,y,t,x,y,7.07,14.29,w,f,f,d,u
10.77,p,n,t,e,p,9.21,17.94,w,t,p,d,a
9.31,x,y,f,x,w,7.38,16.67,w,f,f,d,u
7.58,x,n,t,p,g,11.62,25.18,w,f,f,d,a
9.44,s,p,t,d,o,5.61,17.3,w,f,f,d,u
2.85,x,w,f,s,p,3.5,2.61,n,f,f,g,a
4.7,x,o,f,a,n,4.54,6.01,n,t,z,d,w
7.55,x,y,f,a,n,9.12,8.22,n,t,z,g,a
4.16,o,w,f,no_data,w,0.0,0.0,f,f,f,d,a
12.7,s,w,t,d,p,6.06,24.42,w,f,f,d,a
6.08,x,y,f,p,y,7.48,13.51,y,t,no_data,d,u
3.48,x,n,f,p,n,3.98,9.63,n,f,f,d,a
7.31,f,y,f,f,f,6.78,15.26,y,f,f,d,u
9.1,x,y,t,x,y,8.9,16.74,w,f,f,d,u
8.59,f,y,f,x,y,6.09,15.65,y,f,f,d,a
2.84,b,n,f,no_data,g,4.94,4.29,w,f,f,d,u
8.51,x,e,f,no_data,w,7.52,23.82,n,t,e,d,w
6.44,x,e,f,a,g,8.6,11.07,y,t,z,d,a
9.32,x,n,f,no_data,w,6.42,24.32,n,t,e,d,a
4.76,x,e,f,a,y,7.84,9.27,n,t,z,d,a
2.72,x,w,f,a,p,3.44,2.41,w,f,f,g,a
0.76,x,y,f,no_data,y,3.8,0.8,y,f,f,d,a
6.28,p,w,f,e,n,4.64,11.92,w,t,e,m,u
9.05,f,p,f,s,p,3.75,9.29,p,f,f,d,w
7.42,f,n,f,x,w,7.74,18.91,w,f,f,d,u
8.11,x,n,t,p,n,6.21,16.03,n,t,p,d,a
1.69,f,n,f,no_data,n,8.58,3.11,y,f,f,g,a
2.39,s,n,f,a,p,6.31,3.42,n,f,f,l,u
9.75,p,n,t,e,p,8.96,17.43,w,t,l,l,a
4.07,f,n,f,no_data,k,6.27,7.07,w,f,f,d,u
5.84,f,n,f,e,n,4.56,12.58,w,t,r,w,u
6.37,b,n,f,a,y,5.55,6.29,n,t,no_data,d,a
1.51,p,n,f,a,g,7.01,2.47,y,t,e,m,a
6.4,s,n,t,d,y,6.41,8.75,n,f,f,d,u
8.9,x,y,f,p,y,8.54,16.13,y,t,no_data,d,u
4.35,x,o,f,a,w,5.47,4.55,n,f,f,d,a
4.7,x,e,f,a,n,7.7,9.15,n,t,z,d,a
8.05,x,p,f,s,p,4.27,10.23,p,f,f,d,w
3.4,x,y,f,a,w,5.07,3.5,n,t,r,g,a
9.76,x,n,t,p,e,7.85,26.43,y,f,f,d,u
11.94,s,w,t,d,o,6.15,18.3,w,f,f,d,u
7.9,x,y,t,x,y,8.33,16.13,w,f,f,d,u
4.14,b,n,f,x,p,5.35,3.93,n,f,f,d,u
4.91,x,o,f,a,n,4.83,6.77,n,t,z,d,a
6.46,f,n,f,s,n,8.84,12.71,n,f,f,d,a
6.56,x,n,t,p,y,7.15,14.44,y,f,f,d,u
6.54,p,g,f,f,f,5.86,22.66,n,f,f,d,s
5.28,x,n,f,s,g,4.78,8.59,w,f,f,d,a
4.52,x,n,f,a,w,5.39,5.24,o,f,f,d,a
9.57,f,u,f,s,y,6.72,20.27,e,f,f,d,a
7.64,x,n,f,e,w,7.64,14.7,w,t,p,d,a
4.1,f,n,f,x,y,6.2,4.81,n,f,f,d,a
4.09,b,n,f,no_data,w,5.92,4.56,w,f,f,d,a
8.47,x,n,f,x,y,5.4,15.97,y,f,f,d,a
3.21,x,p,f,a,o,4.09,6.3,e,f,f,g,u
8.3,f,n,f,s,w,4.74,9.04,w,f,f,l,a
3.06,b,n,f,no_data,k,6.89,3.41,w,f,f,d,w
2.41,s,o,t,d,n,2.99,4.75,n,f,f,d,a
3.69,f,b,f,x,w,5.29,3.54,n,f,f,d,u
11.68,x,r,t,d,n,5.32,14.58,n,f,f,h,a
5.11,x,n,f,x,w,3.74,4.49,n,t,r,d,w
1.95,b,o,f,no_data,n,5.49,2.84,n,f,f,d,u
3.63,x,y,f,no_data,y,6.44,6.87,y,t,z,d,a
6.15,x,y,f,f,f,6.9,16.98,y,f,f,d,a
6.07,x,n,f,d,y,5.62,9.64,n,f,f,l,a
8.65,f,l,f,d,w,2.41,15.3,w,f,f,d,a
10.53,x,n,f,e,p,6.71,9.93,w,f,f,d,s
3.41,o,g,f,f,f,0.0,0.0,f,f,f,d,w
1.86,x,b,f,no_data,u,5.92,4.08,w,f,f,d,w
2.49,b,o,f,no_data,n,6.55,3.24,n,f,f,d,s
7.1,s,n,f,x,y,4.65,16.64,y,f,f,d,a
3.73,b,n,f,no_data,k,11.41,6.23,w,t,no_data,g,a
0.87,p,g,f,no_data,g,2.87,1.33,w,f,f,d,s
2.81,f,w,f,d,w,3.99,5.46,w,f,f,g,a
2.66,x,u,f,no_data,w,5.34,4.13,w,f,f,d,a
3.45,x,n,f,a,w,4.99,3.45,n,t,r,g,u
12.89,x,g,f,s,y,7.92,16.89,n,f,f,d,u
1.62,x,g,f,no_data,g,5.22,2.93,w,f,f,d,a
4.76,x,e,f,no_data,r,3.73,12.14,y,f,f,d,a
12.52,f,n,f,e,w,11.06,14.94,w,t,g,d,u
3.75,o,w,f,no_data,w,0.0,0.0,f,f,f,d,u
0.92,b,y,f,no_data,g,3.19,2.35,n,t,f,g,u
4.66,f,y,f,s,y,4.99,10.91,y,f,f,d,a
8.45,f,n,f,e,p,5.24,14.77,w,t,r,w,u
3.47,o,n,f,f,f,0.0,0.0,f,t,f,d,w
6.38,f,r,f,no_data,w,10.55,11.74,w,t,g,d,u
4.93,x,l,f,d,r,5.48,7.46,l,f,f,d,a
7.36,x,n,f,s,g,6.2,18.23,u,f,f,g,a
1.77,f,y,f,no_data,n,7.42,3.34,y,f,f,g,u
4.73,s,u,f,a,w,4.93,7.21,y,f,f,d,a
3.95,f,e,f,x,w,4.75,6.34,w,f,f,d,a
8.2,x,w,f,s,w,8.62,29.34,w,f,f,m,u
10.09,x,y,t,p,o,8.76,27.11,e,f,f,d,u
3.12,b,y,f,a,y,4.76,5.55,r,f,f,m,a
3.75,f,n,f,x,n,6.18,3.47,w,f,f,d,a
5.14,c,g,f,f,f,3.86,20.25,n,f,f,d,s
11.52,s,w,t,d,p,6.67,26.73,w,f,f,d,u
3.12,x,g,f,d,w,2.38,6.31,w,f,f,g,a
5.69,x,k,f,a,w,4.16,14.48,w,f,f,d,a
5.32,x,w,f,x,u,6.96,4.47,w,f,f,d,a
12.63,o,n,f,f,f,3.63,24.82,n,f,f,d,u
7.89,s,n,f,x,n,4.42,19.77,p,f,f,d,u
12.81,x,w,f,s,y,9.09,19.07,n,f,f,d,u
4.79,x,l,f,d,r,6.22,7.1,r,f,f,l,u
9.95,f,b,f,no_data,b,4.84,17.63,w,t,f,d,a
3.15,b,r,f,a,r,5.47,6.55,r,f,f,g,u
3.53,b,g,f,a,g,5.67,4.07,n,f,f,d,a
4.24,o,w,f,f,f,5.48,30.64,w,t,f,d,u
5.59,f,e,f,x,w,9.56,6.92,n,f,f,d,u
8.57,o,n,f,no_data,w,5.39,24.62,n,f,f,d,u
0.89,p,w,f,no_data,g,3.12,1.38,w,f,f,d,w
3.5,b,n,f,no_data,u,6.42,4.36,w,f,f,d,a
4.83,x,w,f,x,n,6.43,3.87,w,f,f,d,u
4.04,f,n,f,d,o,6.0,6.86,w,f,f,d,w
10.82,f,g,f,s,b,7.8,20.3,u,f,f,d,w
3.64,x,o,f,a,o,4.74,6.98,o,f,f,g,u
0.82,x,p,f,a,n,4.16,1.09,k,f,f,d,s
4.5,f,n,f,x,p,5.72,4.72,g,f,f,d,a
7.79,x,n,f,x,w,9.99,11.79,w,f,f,d,u
3.83,b,y,f,no_data,y,7.26,7.19,y,t,z,d,u
4.69,x,n,f,p,n,6.28,11.91,e,f,f,d,u
2.45,f,y,f,no_data,y,7.99,3.25,y,f,f,g,u
1.8,x,n,f,no_data,k,5.44,2.79,n,f,f,g,u
9.92,x,w,f,s,w,8.93,32.56,w,f,f,m,u
1.72,x,n,f,no_data,k,5.45,2.65,n,f,f,g,a
4.45,s,u,t,d,p,5.05,6.95,g,f,f,d,u
8.93,s,g,f,s,p,7.71,19.47,u,f,f,d,w
2.14,x,e,f,a,p,5.43,2.13,w,f,f,d,u
1.8,f,l,f,a,p,4.73,2.62,w,f,f,g,u
6.5,x,y,f,p,y,6.27,13.02,y,t,no_data,d,a
3.85,b,n,f,a,g,5.32,3.25,g,f,f,d,a
9.66,f,b,f,no_data,b,5.16,22.17,w,t,f,d,a
3.25,s,u,f,a,w,4.07,7.0,y,f,f,d,u
2.96,x,n,f,a,n,4.27,5.25,n,t,z,d,w
6.8,x,y,f,e,w,5.79,12.16,y,t,g,d,a
5.84,f,n,f,s,y,8.27,10.68,o,f,f,d,a
0.96,p,g,f,no_data,g,2.97,1.57,w,f,f,d,w
3.83,x,r,f,a,r,5.88,6.82,r,f,f,d,a
10.27,f,r,f,no_data,w,11.69,16.7,w,t,p,d,a
7.42,f,e,f,x,w,5.64,16.94,w,f,f,d,a
8.43,s,r,t,d,w,4.52,12.83,n,f,f,d,a
7.42,s,y,f,a,w,6.17,14.89,g,f,f,d,u
11.04,f,r,t,d,n,5.75,14.68,n,f,f,h,a
4.1,f,e,f,x,e,6.78,5.31,n,f,f,l,u
4.67,o,n,f,f,f,4.69,19.96,n,f,f,d,s
4.42,c,y,f,no_data,r,6.26,7.07,w,f,f,d,u
7.71,f,b,f,no_data,b,4.64,18.32,w,t,f,d,a
3.91,o,g,f,f,f,0.0,0.0,f,t,f,d,s
10.84,x,n,t,p,y,8.46,23.79,n,f,f,d,a
6.71,x,p,f,no_data,r,4.48,13.54,y,f,f,d,a
10.62,x,n,f,x,n,6.43,24.76,w,f,f,d,u
2.76,f,n,t,d,p,5.05,5.66,n,f,f,d,a
6.09,x,e,f,a,y,8.37,10.02,e,t,z,d,a
7.06,x,y,t,x,y,7.26,14.24,w,f,f,d,a
2.04,f,l,f,a,p,5.07,2.65,w,f,f,g,a
6.96,s,n,t,d,n,7.91,10.17,n,f,f,d,a
6.28,x,n,f,e,n,4.3,12.35,w,t,l,w,u
6.13,o,n,f,no_data,w,0.0,0.0,f,f,f,d,u
8.38,f,n,f,x,w,7.35,10.36,n,f,f,l,a
4.17,x,y,f,a,y,3.47,8.77,w,f,f,d,a
4.99,x,n,f,x,n,8.02,9.26,n,t,no_data,g,s
3.09,o,k,f,f,f,3.21,12.16,g,f,f,d,u
3.34,b,r,f,a,y,5.41,5.96,r,f,f,m,a
6.39,b,k,f,e,g,6.85,7.86,o,f,f,m,a
2.88,x,w,f,a,p,2.89,2.28,w,f,f,g,a
3.99,b,n,f,no_data,n,10.88,5.69,w,t,no_data,g,w
2.5,p,n,f,a,n,6.0,2.7,y,t,e,m,a
12.52,p,w,t,e,g,8.71,17.12,w,t,r,m,a
7.11,f,p,f,x,w,6.74,14.36,w,f,f,d,a
10.69,s,w,t,d,p,5.57,23.9,w,f,f,d,a
3.9,x,o,f,a,e,4.67,5.99,e,f,f,g,a
8.58,x,n,f,a,n,9.33,14.62,n,f,f,h,a
9.01,f,r,f,no_data,w,11.24,16.45,w,t,g,d,u
6.04,f,n,f,x,w,6.01,8.32,n,f,f,l,a
7.69,f,y,f,a,w,6.5,17.05,w,f,f,d,w
3.49,b,n,f,no_data,w,6.49,4.62,w,f,f,d,a
3.94,b,n,f,x,p,5.9,4.09,n,f,f,m,a
4.19,x,n,f,d,o,6.48,8.74,o,f,f,d,a
7.0,b,n,f,no_data,k,10.6,13.78,w,t,z,g,s
12.41,x,y,f,a,y,12.05,22.17,y,t,r,d,u
5.09,x,w,f,no_data,r,3.16,11.67,y,f,f,d,a
7.97,x,n,t,p,y,5.95,16.63,n,t,p,d,u
13.08,x,n,f,a,w,10.82,28.31,w,f,f,d,a
3.31,b,r,f,s,u,4.82,6.86,l,t,e,g,u
8.83,x,n,f,a,n,12.39,12.77,y,t,no_data,d,a
4.89,x,n,f,s,y,4.38,7.33,w,f,f,d,u
6.43,f,e,f,s,y,6.01,15.82,y,f,f,d,a
3.08,f,e,f,x,w,5.59,6.45,w,f,f,d,u
2.79,x,e,f,no_data,e,3.67,3.4,e,f,f,d,a
9.34,o,n,f,f,f,3.44,25.78,n,f,f,d,s
6.19,x,y,t,p,y,6.52,14.58,y,f,f,d,a
4.42,s,o,f,d,y,3.11,5.7,o,f,f,h,a
1.19,f,y,f,f,f,2.83,4.9,y,f,f,d,a
6.52,f,e,t,d,y,6.47,8.65,e,f,f,d,u
3.46,x,y,f,a,w,5.96,3.61,y,t,r,d,u
5.67,s,e,t,d,p,7.34,6.63,e,f,f,d,u
2.84,b,r,f,a,y,4.6,5.04,y,f,f,d,u
1.7,f,y,f,no_data,n,8.25,2.96,y,f,f,g,a
2.06,b,n,f,a,g,4.94,1.99,n,f,f,d,u
1.89,b,w,f,no_data,n,6.46,2.8,n,f,f,m,s
8.43,x,r,f,no_data,w,10.97,15.97,w,t,p,d,u
7.12,f,e,t,d,y,6.26,8.35,n,f,f,d,u
10.02,x,y,f,x,w,8.67,21.52,w,f,f,d,a
3.93,x,y,f,a,y,4.18,10.57,w,f,f,d,u
3.05,f,r,f,a,r,4.96,6.15,r,f,f,d,a
4.18,x,e,f,a,e,4.63,6.78,o,f,f,m,u
4.64,s,u,f,a,w,5.13,8.07,y,f,f,d,u
7.66,x,n,f,e,p,4.72,13.82,w,t,r,w,a
5.73,p,n,f,e,w,6.83,14.08,w,t,p,d,a
5.02,s,y,f,p,n,3.04,5.23,n,t,f,d,u
4.0,s,u,f,a,w,4.61,7.77,y,f,f,d,a
10.4,f,w,f,x,w,9.95,12.72,w,f,f,h,u
4.15,x,y,f,a,o,3.38,8.54,w,f,f,d,a
9.84,p,n,t,e,p,8.78,16.86,w,t,p,d,a
7.05,s,o,f,d,y,4.26,7.66,o,f,f,d,u
5.4,x,y,f,x,y,4.73,13.6,y,f,f,d,a
0.88,x,p,f,a,p,4.83,1.14,k,f,f,d,a
6.94,s,r,t,d,w,4.41,11.96,n,f,f,d,u
11.08,x,n,t,p,y,7.49,21.81,n,f,f,d,a
7.6,f,o,f,s,n,8.59,13.15,o,f,f,d,a
2.17,x,b,f,no_data,w,5.46,4.64,w,f,f,d,u
8.34,x,p,f,s,p,4.08,10.19,p,f,f,d,w
5.73,c,y,f,no_data,n,6.71,8.55,w,f,f,d,u
2.92,b,y,f,no_data,y,5.15,6.13,y,t,z,d,w
1.95,f,o,f,a,y,2.67,5.18,y,f,f,h,a
6.2,x,b,f,x,w,6.47,8.29,n,f,f,l,a
1.25,x,n,f,no_data,k,4.98,2.25,n,f,f,g,u
9.55,x,n,f,a,n,12.31,17.82,n,f,f,h,a
4.28,o,n,f,f,f,0.0,0.0,f,t,f,d,w
5.75,f,n,f,s,y,5.15,8.21,w,f,f,d,u
1.78,x,o,f,a,o,2.97,4.88,y,f,f,h,a
8.25,x,e,f,x,w,7.04,19.18,w,f,f,d,a
3.19,o,k,f,f,f,3.14,12.67,n,f,f,d,u
4.14,x,y,f,x,w,5.47,3.32,w,f,f,d,a
8.25,x,n,t,p,y,7.41,15.8,y,f,f,d,u
3.15,x,w,f,d,w,3.1,5.81,w,f,f,g,w
1.87,b,y,f,no_data,n,5.78,2.92,n,f,f,m,s
10.21,x,n,t,e,p,9.07,17.42,w,t,p,l,a
2.51,x,w,f,d,w,2.58,5.94,w,f,f,g,u
0.71,x,o,f,d,o,5.0,1.11,o,f,f,g,u
6.62,f,e,t,d,w,5.99,7.46,n,f,f,d,a
10.79,s,p,t,d,p,8.43,18.0,p,t,f,d,u
10.98,s,p,t,d,p,7.11,13.99,p,t,f,d,a
3.88,x,p,f,x,w,5.32,7.07,w,f,f,d,a
7.76,x,n,f,a,w,7.04,15.02,w,f,f,g,a
1.49,b,w,f,no_data,n,5.56,2.79,n,f,f,g,s
1.0,f,n,t,a,p,6.02,1.07,n,f,f,d,a
8.7,o,n,f,no_data,w,4.42,19.47,n,f,f,d,a
9.06,f,n,t,d,n,5.22,11.93,n,f,f,d,u
0.96,x,w,f,a,w,2.95,1.58,n,f,f,d,u
2.5,s,n,t,d,y,3.01,5.52,n,f,f,d,u
3.82,f,n,f,a,g,5.62,3.37,g,f,f,d,s
3.14,f,w,f,x,p,8.35,3.88,n,f,f,d,a
3.35,s,n,f,f,f,6.21,7.88,y,f,f,d,a
8.35,x,n,f,a,n,8.38,9.47,n,t,z,g,u
8.37,f,e,f,a,w,9.47,15.36,n,t,no_data,d,w
8.4,x,e,t,p,r,5.94,12.3,y,f,f,d,a
5.26,x,n,f,x,n,5.1,5.7,n,t,r,d,s
6.57,s,n,f,x,y,5.89,16.1,y,f,f,d,a
5.84,x,n,t,s,w,5.31,13.99,w,f,f,d,u
6.18,x,n,f,d,y,5.64,6.42,y,t,no_data,d,a
9.88,x,n,t,e,p,9.47,18.36,w,t,l,l,a
2.48,x,n,f,a,w,5.93,2.45,n,f,f,d,u
10.24,x,l,f,x,w,8.13,22.48,w,f,f,d,a
5.46,x,y,t,x,y,6.82,12.62,w,f,f,d,a
9.41,x,e,f,a,w,9.4,16.08,n,t,no_data,d,w
5.47,x,o,f,a,n,4.71,5.84,n,t,z,d,a
5.89,b,o,f,e,k,7.6,7.82,k,f,f,g,u
7.86,s,n,t,d,y,6.33,9.45,e,f,f,d,u
0.8,x,o,f,no_data,y,3.51,0.75,y,f,f,d,a
6.86,f,e,f,s,y,7.47,19.88,y,f,f,d,a
4.23,f,w,f,d,w,4.12,6.4,w,f,f,m,w
3.94,x,y,f,a,w,6.04,3.65,y,t,r,h,a
5.58,f,n,f,s,g,4.77,7.42,w,f,f,d,a
9.23,x,e,f,no_data,w,8.3,27.53,n,t,e,d,w
8.68,x,n,f,p,w,8.03,26.62,n,f,f,d,a
0.91,x,n,t,a,w,5.66,0.99,n,f,f,d,a
4.18,x,y,f,a,y,4.1,9.09,w,f,f,d,a
5.66,x,w,f,d,w,3.45,8.58,w,f,f,d,u
6.86,x,n,f,x,n,5.9,7.23,n,t,r,d,u
4.86,s,y,f,d,o,3.11,6.6,y,f,f,d,a
14.94,s,w,t,d,n,5.52,26.89,w,f,f,d,u
4.87,s,n,t,d,b,5.67,6.5,n,f,f,d,u
3.85,x,n,f,x,n,3.92,4.98,n,t,r,d,u
5.08,b,k,f,e,k,7.99,7.17,o,f,f,m,u
5.7,b,n,f,no_data,g,11.08,12.9,w,t,z,g,w
9.62,o,n,f,no_data,w,5.39,25.1,n,f,f,d,u
15.71,x,n,t,e,w,9.78,17.75,w,t,no_data,g,a
6.97,f,n,f,s,w,6.3,10.72,w,f,f,d,a
3.64,f,n,f,x,y,4.51,2.75,n,f,f,d,u
4.33,x,n,f,x,n,8.29,9.54,n,t,no_data,d,s
1.73,x,y,f,d,n,2.64,2.77,n,f,f,h,a
3.81,x,p,f,a,o,4.21,6.16,e,f,f,g,w
10.06,x,n,t,p,y,7.93,18.85,n,t,p,d,u
0.66,x,o,f,no_data,y,3.32,0.61,y,f,f,d,u
5.55,f,n,f,s,w,5.32,8.5,w,f,f,d,a
10.82,f,u,f,x,n,6.86,25.48,w,f,f,d,u
4.42,x,n,f,d,o,6.16,7.56,w,f,f,d,a
7.01,x,e,f,x,w,8.37,16.48,w,f,f,d,u
0.77,f,o,f,d,o,4.36,1.03,o,f,f,g,a
3.12,f,n,f,x,y,3.93,2.69,n,f,f,l,u
3.81,b,n,f,a,g,6.92,4.3,n,f,f,d,a
6.03,x,n,f,s,w,5.25,8.15,w,f,f,d,u
2.41,x,e,f,a,p,7.46,2.67,n,f,f,d,a
4.16,x,y,f,no_data,r,10.22,7.51,y,t,z,d,w
6.76,x,w,t,no_data,p,8.13,14.21,w,t,l,g,a
6.14,x,y,f,f,f,4.96,12.45,y,f,f,d,a
6.1,x,n,f,x,y,4.35,11.27,y,f,f,d,a
7.61,f,e,f,x,w,6.94,18.99,w,f,f,d,a
6.12,s,o,f,d,o,3.22,5.57,y,f,f,d,a
9.56,x,g,f,s,g,6.89,19.34,u,f,f,d,w
3.84,b,n,f,x,p,5.71,4.59,n,f,f,d,u
6.59,f,n,f,s,y,9.06,12.29,o,f,f,d,a
8.7,x,n,f,e,w,6.98,9.65,n,f,f,d,w
4.01,x,o,f,a,y,5.78,6.9,o,f,f,g,u
2.27,b,y,f,no_data,n,6.41,3.21,n,f,f,g,u
5.42,x,g,f,a,n,5.23,3.97,w,t,l,d,a
4.29,x,o,f,a,n,4.5,5.14,o,t,z,d,a
6.93,x,n,f,x,n,5.8,6.04,n,t,r,d,a
6.21,f,g,f,s,w,5.85,11.61,g,f,f,d,u
9.43,x,n,f,e,p,8.43,10.88,w,f,f,d,s
14.76,x,n,t,e,w,9.77,17.35,w,t,no_data,d,u
1.64,b,n,f,no_data,n,6.61,2.84,n,f,f,m,a
4.3,c,g,f,f,f,3.47,17.02,n,f,f,d,s
7.55,x,n,f,e,p,6.25,10.34,n,f,f,d,u
6.51,f,n,f,s,w,5.27,8.75,n,f,f,l,a
7.27,x,n,f,e,p,5.65,10.18,n,f,f,d,u
1.14,f,l,f,a,w,1.81,2.09,w,f,f,g,u
3.48,f,u,t,d,p,4.1,6.01,g,f,f,d,a
5.92,x,n,f,p,y,6.07,11.96,n,f,f,h,a
8.56,f,w,f,s,w,6.58,30.66,w,f,f,d,u
